474.165600	56.800000	0.000022	2615221.250971
474.065604	49.600000	0.000024	2055458.505255
474.066318	66.600000	0.000026	2568696.295792
474.066922	81.000000	0.000032	2564817.281006
474.068179	64.800000	0.000032	2034345.277665
474.068982	66.400000	0.000033	1988830.418067
474.069981	70.600000	0.000031	2286482.250607
474.070713	70.000000	0.000032	2208156.987748
474.072145	85.800000	0.000032	2679922.964121
474.072773	100.200000	0.000030	3326429.001282
474.073858	112.800000	0.000031	3627212.315332
474.074932	90.200000	0.000030	2957591.947547
474.075842	82.600000	0.000031	2685812.728304
474.076873	68.800000	0.000031	2224687.115579
474.078542	59.400000	0.000032	1837199.009854
474.079173	57.200000	0.000031	1861296.176395
474.080104	53.600000	0.000031	1701899.995185
474.081341	39.000000	0.000034	1162509.341677
474.081832	36.400000	0.000034	1061581.219773
474.082908	37.000000	0.000034	1079630.208551
474.084259	35.600000	0.000031	1157295.674405
474.084978	35.800000	0.000030	1187540.602901
474.086361	34.400000	0.000034	1014719.713240
474.086966	37.200000	0.000033	1124109.736714
474.088628	39.200000	0.000030	1295250.037947
474.089124	39.600000	0.000031	1277518.238047
474.090119	41.000000	0.000030	1372568.560494
474.091111	42.000000	0.000031	1372695.718164
474.092630	45.000000	0.000033	1369998.378334
474.091126	39.800000	0.000030	1314500.930323
474.093747	37.400000	0.000032	1167003.291106
474.095741	33.400000	0.000031	1085870.336251
474.096539	36.400000	0.000032	1121278.489669
474.097773	38.600000	0.000031	1233506.005086
474.098817	39.200000	0.000030	1292754.225502
474.099245	35.400000	0.000031	1155707.678346
474.100465	46.400000	0.000030	1521643.865291
474.101183	37.000000	0.000032	1169704.716922
474.102382	33.400000	0.000033	1027429.845206
474.103409	30.200000	0.000034	876608.158166
474.104350	26.200000	0.000033	795996.863234
474.105282	32.000000	0.000031	1024577.862809
474.105747	27.800000	0.000031	908061.424887
474.106990	30.200000	0.000031	983828.616529
474.107947	34.400000	0.000031	1118718.793858
474.109227	44.800000	0.000031	1455211.855242
474.110569	59.600000	0.000034	1741851.110662
474.110803	84.000000	0.000031	2697541.690084
474.112224	82.600000	0.000031	2637316.066837
474.113046	82.200000	0.000031	2634415.733899
474.113278	80.800000	0.000030	2663155.517846
474.114892	60.200000	0.000031	1930008.838607
474.116264	57.200000	0.000030	1880540.122159
474.117291	49.000000	0.000032	1553450.647189
474.118361	48.600000	0.000031	1587607.170311
474.118987	48.000000	0.000030	1581001.305654
474.120073	48.400000	0.000030	1613948.992761
474.121746	50.800000	0.000031	1635361.007768
474.122353	41.000000	0.000031	1326102.184372
474.123419	38.800000	0.000031	1264014.276549
474.124552	35.000000	0.000031	1124562.944556
474.125512	39.000000	0.000031	1273503.638246
474.125739	38.800000	0.000031	1267664.002370
474.127522	41.800000	0.000031	1354494.889996
474.126509	38.400000	0.000031	1257059.707058
474.128601	40.600000	0.000030	1358132.827822
474.130402	41.800000	0.000031	1341788.895760
474.130899	38.600000	0.000031	1254006.727590
474.131901	43.200000	0.000031	1390475.248858
474.133153	43.000000	0.000031	1408205.308883
474.133953	38.200000	0.000031	1244602.191470
474.135309	36.600000	0.000031	1191980.795608
474.136176	31.800000	0.000030	1047766.831883
474.137766	41.400000	0.000030	1361097.198013
474.136699	40.000000	0.000030	1330574.096106
474.139181	51.200000	0.000031	1665570.349985
474.139911	58.600000	0.000030	1937564.960792
474.141113	88.800000	0.000030	2960401.675373
474.142635	113.200000	0.000031	3647648.784005
474.143200	93.400000	0.000033	2834230.214409
474.144189	81.200000	0.000030	2671588.039792
474.145256	74.000000	0.000031	2359623.942090
474.144243	49.800000	0.000031	1616182.590935
474.146812	44.600000	0.000030	1469981.693840
474.147982	35.600000	0.000031	1155866.644069
474.148586	36.800000	0.000030	1236212.192241
474.150440	37.200000	0.000030	1252773.722266
474.151400	56.800000	0.000030	1866632.169990
474.152034	67.000000	0.000030	2208082.589427
474.153482	64.600000	0.000030	2141938.084213
474.154261	97.000000	0.000030	3225670.415641
474.154985	131.200000	0.000030	4309531.737193
474.156501	122.200000	0.000031	3967407.107773
474.157159	91.000000	0.000031	2954677.943072
474.158781	91.000000	0.000030	2999588.557435
474.159079	66.800000	0.000030	2190740.645759
474.160201	51.600000	0.000030	1704405.257959
474.160736	45.200000	0.000030	1505964.255275
474.162322	53.400000	0.000031	1703079.076171
474.162514	38.800000	0.000030	1287750.501795
474.164407	40.600000	0.000031	1311544.582453
