474.146601	12.200000	0.000003	4372635.134658
474.147435	12.100000	0.000003	4401232.067568
474.148430	12.900000	0.000005	2672169.717793
474.149355	12.000000	0.000009	1313421.960992
474.150319	13.800000	0.000005	2636310.306596
474.151148	13.500000	0.000005	2999533.092679
474.151789	14.900000	0.000009	1697658.203885
474.152882	16.500000	0.000010	1716849.180891
474.154012	20.800000	0.000011	1916596.156996
474.154873	32.000000	0.000009	3519429.787516
474.155820	34.100000	0.000009	3941209.229264
474.156958	33.100000	0.000008	4085067.445304
474.157948	27.500000	0.000011	2560717.095304
474.158746	27.500000	0.000010	2727166.491742
474.159779	24.500000	0.000011	2303898.659766
474.160791	17.800000	0.000011	1678852.414765
474.162218	18.900000	0.000010	1812816.422191
474.163191	16.200000	0.000011	1524224.899952
474.163903	14.400000	0.000011	1342980.019608
474.165128	11.300000	0.000011	1048449.336431
474.166078	12.800000	0.000011	1195656.858256
474.166968	12.700000	0.000011	1153035.473415
474.167964	12.200000	0.000011	1121261.903291
474.168962	9.300000	0.000011	839878.608172
474.169954	11.000000	0.000012	954700.420008
474.170921	8.400000	0.000012	728402.894730
474.171777	11.300000	0.000012	978805.251991
474.172833	18.900000	0.000012	1589167.511665
474.173845	21.300000	0.000012	1766391.232455
474.175055	19.700000	0.000012	1635023.049035
474.176221	24.700000	0.000012	2046801.518674
474.177002	33.600000	0.000013	2614918.991419
474.178097	37.100000	0.000013	2837906.064147
474.179037	35.500000	0.000012	2864174.211512
474.180109	35.200000	0.000013	2660147.433458
474.181078	31.800000	0.000013	2415980.460637
474.182042	28.200000	0.000014	2065342.190994
474.183000	25.500000	0.000014	1826005.424025
474.184026	22.700000	0.000013	1682168.864389
474.184956	21.100000	0.000014	1538224.622913
474.185900	19.600000	0.000014	1369142.585186
474.186755	23.300000	0.000014	1672410.064095
474.187860	27.200000	0.000014	1959938.437783
474.188834	26.200000	0.000013	1990752.917745
474.189950	23.300000	0.000014	1653140.013519
474.190599	22.900000	0.000015	1560917.061862
474.192133	19.400000	0.000015	1312094.197709
474.192793	20.100000	0.000014	1442276.472276
474.194026	16.900000	0.000015	1122426.808240
474.195017	16.700000	0.000014	1186915.810715
474.196069	15.300000	0.000015	1033655.744567
474.197107	18.700000	0.000014	1354162.929443
474.197583	15.200000	0.000014	1064094.113417
474.198934	14.700000	0.000013	1117873.846445
474.200021	12.700000	0.000014	928109.486191
474.201017	16.200000	0.000014	1137580.696894
474.201986	17.100000	0.000013	1324091.647724
474.202716	19.200000	0.000014	1329087.178621
474.203899	20.300000	0.000015	1362113.472197
474.204831	22.100000	0.000014	1534476.320261
474.205874	24.400000	0.000013	1823358.756367
474.207207	27.700000	0.000014	1927587.263644
474.207975	24.600000	0.000011	2207266.287439
474.209307	20.700000	0.000013	1541767.699783
474.209752	21.300000	0.000014	1552637.398771
474.211136	15.000000	0.000013	1122540.028737
474.212103	16.800000	0.000013	1296699.301362
474.212947	14.100000	0.000011	1242903.314370
474.214139	14.200000	0.000012	1167464.551185
474.214918	13.100000	0.000012	1073111.658259
474.216284	12.800000	0.000011	1144539.449993
474.216827	17.800000	0.000011	1680452.829648
474.218134	16.800000	0.000011	1485783.847808
474.219246	20.700000	0.000009	2181990.371044
474.220298	22.800000	0.000010	2200699.938793
474.221311	22.500000	0.000010	2298342.584057
474.222136	18.500000	0.000008	2207850.640818
474.223364	14.100000	0.000008	1718928.888582
474.224234	12.200000	0.000007	1662419.530725
474.225340	10.600000	0.000009	1194498.866340
